,Planet Name,Eclipse Flux Ratio 0.5-0.6um
666,TOI-4406b,1.9614390836009007e-15
667,TOI-2338b,2.2286321960172617e-16
668,K2-353b,7.171982070941729e-15
669,TOI-1411b,1.6140025299176054e-11
670,NGTS-13b,4.626868211615306e-08
671,K2-280b,4.263300479714281e-15
672,HD93963Ac,3.744390846615879e-10
673,HATS-37Ab,5.129121159141036e-11
674,K2-33b,2.4828482917843865e-14
675,TOI-251b,8.396097277852036e-12
676,TOI-1268b,1.3808127148254462e-12
677,K2-139b,8.774114080669447e-20
678,Gaia-1b,4.8334388367397615e-09
679,HATS-12b,1.1498233889425847e-06
680,K2-52b,1.8464386825977246e-06
681,K2-406b,1.469598671004035e-16
682,K2-24b,1.5898926030626016e-15
683,K2-32c,1.2112593352824094e-18
684,TOI-1601b,3.926930154612116e-08
685,WASP-185b,1.9407537917271104e-10
686,K2-287b,2.934655998894574e-14
687,Kepler-470b,1.179902091874647e-07
688,K2-289b,4.0914509329584314e-14
689,HATS-9b,5.2480123202622e-07
690,WASP-163b,2.828995489854877e-07
691,TOI-540b,1.0325913657682156e-17
692,TOI-1693b,5.9175357941905635e-15
693,NGTS-8b,1.0400739890737534e-08
694,K2-405b,6.101692048400507e-09
695,TOI-532b,1.0492908233389007e-12
696,GJ3929b,4.670346949942962e-19
