,Planet Name,Full Phase Curve Noise Estimate 3.9-7.8um
665,WASP-187b,7.782634893045302e-06
666,TOI-4406b,5.2467537054715665e-06
667,TOI-2338b,9.516592781426232e-06
668,K2-353b,1.0261829016359933e-05
669,TOI-1411b,6.584066756680285e-06
670,NGTS-13b,2.464813277417415e-05
671,K2-280b,1.0314634288365729e-05
672,HD93963Ac,5.839241539125957e-06
673,HATS-37Ab,1.749957797255875e-05
674,K2-33b,1.1332847052967823e-05
675,TOI-251b,7.3247015359978375e-06
676,TOI-1268b,6.393804977000939e-06
677,K2-139b,5.2235784038238615e-06
678,Gaia-1b,3.185299561159516e-05
679,HATS-12b,2.4550507160962376e-05
680,K2-52b,3.0315423497842365e-05
681,K2-406b,2.77285685597132e-06
682,K2-24b,4.554733050534219e-06
683,K2-32c,6.3127869979570686e-06
684,TOI-1601b,9.119648406810454e-06
685,WASP-185b,8.704327932929535e-06
686,K2-287b,5.707260981633908e-06
687,Kepler-470b,3.1099565634020463e-06
688,K2-289b,1.1186221824781775e-05
689,HATS-9b,4.3510344702504443e-05
690,WASP-163b,2.9049697681626846e-05
691,TOI-540b,1.2829522026015987e-05
692,TOI-1693b,9.52894919037076e-06
693,NGTS-8b,4.14365354251003e-05
694,K2-405b,2.1646188246862514e-05
695,TOI-532b,2.682198591447328e-05
696,GJ3929b,6.392242494159824e-06
