,Planet Name,Full Phase Curve Noise Estimate 0.5-0.6um
665,WASP-187b,5.36701187288114e-06
666,TOI-4406b,3.5571371898522743e-06
667,TOI-2338b,7.688837095805697e-06
668,K2-353b,8.00238131768795e-06
669,TOI-1411b,9.198877453685752e-06
670,NGTS-13b,1.856031537465481e-05
671,K2-280b,8.548854562749379e-06
672,HD93963Ac,4.199395605335147e-06
673,HATS-37Ab,1.5364951406417967e-05
674,K2-33b,2.5976276683374007e-05
675,TOI-251b,5.429923571896631e-06
676,TOI-1268b,5.664502508604739e-06
677,K2-139b,4.564463014007891e-06
678,Gaia-1b,2.6656190229397396e-05
679,HATS-12b,1.5918984302944716e-05
680,K2-52b,1.6930769487370987e-05
681,K2-406b,2.1088770176077574e-06
682,K2-24b,3.505293324344307e-06
683,K2-32c,5.649657183139907e-06
684,TOI-1601b,6.627248883581741e-06
685,WASP-185b,6.4084130247793535e-06
686,K2-287b,4.454592315751547e-06
687,Kepler-470b,2.7428501244336334e-06
688,K2-289b,9.186102422215467e-06
689,HATS-9b,3.768592346843651e-05
690,WASP-163b,2.4076630700535815e-05
691,TOI-540b,3.964278906838606e-05
692,TOI-1693b,2.2609397063370725e-05
693,NGTS-8b,3.747925962366217e-05
694,K2-405b,2.2065632643486544e-05
695,TOI-532b,4.607874846686769e-05
696,GJ3929b,1.6790193106657177e-05
