,Planet Name,Full Phase Curve Noise Estimate 0.8-1.1um
668,K2-353b,4.5305672590988735e-06
669,TOI-1411b,3.858942508996818e-06
670,NGTS-13b,1.0699547251803315e-05
671,K2-280b,4.690108349131138e-06
672,HD93963Ac,2.4790480795857702e-06
673,HATS-37Ab,8.182482094533902e-06
674,K2-33b,8.47017869621915e-06
675,TOI-251b,3.155624346796922e-06
676,TOI-1268b,3.0026552922036713e-06
677,K2-139b,2.4367846339130216e-06
678,Gaia-1b,1.4551546522644948e-05
679,HATS-12b,9.914298433184091e-06
680,K2-52b,1.139066153822318e-05
681,K2-406b,1.2094798178277578e-06
682,K2-24b,1.998104916450696e-06
683,K2-32c,2.9791902969461914e-06
684,TOI-1601b,3.891287474974646e-06
685,WASP-185b,3.737541911324825e-06
686,K2-287b,2.520821574516488e-06
687,Kepler-470b,1.4573153522277418e-06
688,K2-289b,5.063765866649932e-06
689,HATS-9b,2.0210834509854487e-05
690,WASP-163b,1.3209021844818177e-05
691,TOI-540b,1.111657792563154e-05
692,TOI-1693b,7.244484416525221e-06
693,NGTS-8b,1.965588952481359e-05
694,K2-405b,1.0881255571468502e-05
695,TOI-532b,1.7394700195227286e-05
696,GJ3929b,5.110307118224312e-06
