,Planet Name,Eclipse Flux Ratio 0.8-1.1um
669,TOI-1411b,2.131614418762161e-08
670,NGTS-13b,5.483912608649358e-06
671,K2-280b,4.983320607230204e-10
672,HD93963Ac,1.7139754171634658e-07
673,HATS-37Ab,1.2543132753093711e-07
674,K2-33b,1.1899502706599685e-09
675,TOI-251b,2.0067856750621955e-08
676,TOI-1268b,2.0348749334696763e-08
677,K2-139b,2.0473691996808956e-12
678,Gaia-1b,2.8257736745770896e-06
679,HATS-12b,3.2572399890145966e-05
680,K2-52b,4.873247898796372e-05
681,K2-406b,6.291856540639906e-11
682,K2-24b,2.341427530814723e-10
683,K2-32c,3.4572064583921306e-12
684,TOI-1601b,4.484874897615624e-06
685,WASP-185b,3.079793642274906e-07
686,K2-287b,2.1010114319374894e-09
687,Kepler-470b,1.0839895505604799e-05
688,K2-289b,2.558598173912134e-09
689,HATS-9b,2.443132847701803e-05
690,WASP-163b,2.6598219766961656e-05
691,TOI-540b,1.535527679719508e-11
692,TOI-1693b,3.5969745290682157e-10
693,NGTS-8b,3.858828636728935e-06
694,K2-405b,1.5171381802816019e-06
695,TOI-532b,1.7598372573430624e-08
696,GJ3929b,2.0156572923247143e-12
