,Planet Name,Full Phase Curve Noise Estimate 1.1-1.95um
669,TOI-1411b,2.7392876449393124e-06
670,NGTS-13b,8.725729109771666e-06
671,K2-280b,3.7442556939805863e-06
672,HD93963Ac,2.042420117413097e-06
673,HATS-37Ab,6.448889913690005e-06
674,K2-33b,5.367899777846121e-06
675,TOI-251b,2.582428485962368e-06
676,TOI-1268b,2.3617573711470534e-06
677,K2-139b,1.922567382928586e-06
678,Gaia-1b,1.1591991597144566e-05
679,HATS-12b,8.357069537323705e-06
680,K2-52b,9.921712221885242e-06
681,K2-406b,9.841841417829824e-07
682,K2-24b,1.6216463455999273e-06
683,K2-32c,2.3380081677688103e-06
684,TOI-1601b,3.198540685740289e-06
685,WASP-185b,3.0633116229549233e-06
686,K2-287b,2.0394904311926308e-06
687,Kepler-470b,1.1474125664225668e-06
688,K2-289b,4.050865953971987e-06
689,HATS-9b,1.5977323932114737e-05
690,WASP-163b,1.0545162621570715e-05
691,TOI-540b,6.573602389596869e-06
692,TOI-1693b,4.554623574808006e-06
693,NGTS-8b,1.538904175598315e-05
694,K2-405b,8.294096673291573e-06
695,TOI-532b,1.1779239894793905e-05
696,GJ3929b,3.1381244223090014e-06
