,Planet Name,Full Phase Curve Noise Estimate 0.6-0.8um
666,TOI-4406b,2.7868353422190167e-06
667,TOI-2338b,5.746983829733663e-06
668,K2-353b,6.038411615051765e-06
669,TOI-1411b,5.940419175452787e-06
670,NGTS-13b,1.413719006696239e-05
671,K2-280b,6.346282821911705e-06
672,HD93963Ac,3.238336574242655e-06
673,HATS-37Ab,1.1231388019841079e-05
674,K2-33b,1.4714325652009463e-05
675,TOI-251b,4.153313895924957e-06
676,TOI-1268b,4.130667355946248e-06
677,K2-139b,3.340791675140643e-06
678,Gaia-1b,1.9737220500311638e-05
679,HATS-12b,1.2621803770948672e-05
680,K2-52b,1.3972926332148321e-05
681,K2-406b,1.6020265975495682e-06
682,K2-24b,2.654392093357204e-06
683,K2-32c,4.108687387029852e-06
684,TOI-1601b,5.096293872190399e-06
685,WASP-185b,4.9108109915689895e-06
686,K2-287b,3.3605317697871547e-06
687,Kepler-470b,2.0025520419346874e-06
688,K2-289b,6.836223509198954e-06
689,HATS-9b,2.764812939662611e-05
690,WASP-163b,1.787340124958e-05
691,TOI-540b,2.0757235934102124e-05
692,TOI-1693b,1.2690967015593486e-05
693,NGTS-8b,2.7179348847623252e-05
694,K2-405b,1.5498128694222383e-05
695,TOI-532b,2.8168597652637536e-05
696,GJ3929b,9.175395804044209e-06
