,Planet Name,Noise Estimate 1.1-1.95um,Full Phase Curve Noise Estimate 1.1-1.95um
84,HAT-P-16b,1.4669947258044036e-05,5.106880409688984e-06
85,WASP-174b,2.8362173454772393e-05,6.8437839702106085e-06
86,WASP-130b,1.437749263621667e-05,2.8283307334452874e-06
87,KOI-12b,1.1931088263946848e-05,2.5412178512856843e-06
88,WASP-37b,3.320217680029777e-05,1.042420629827045e-05
89,HD191939c,4.5676333631935395e-06,6.107328899480792e-07
90,WASP-83b,2.224923616344323e-05,6.214112724854819e-06
91,WASP-46b,3.748691505109806e-05,1.7669291915423793e-05
92,XO-4b,1.4055170199891778e-05,4.2192429727063185e-06
93,WASP-170b,3.534828446269879e-05,1.1070578378591149e-05
94,HD191939b,5.435537313422584e-06,1.0833794140058654e-06
95,HD86226c,3.6413144949182126e-06,1.087221602019516e-06
96,TOI-481b,9.045769364052913e-06,1.7642902460513291e-06
97,WASP-169b,1.7955094677299773e-05,6.1889737142411466e-06
98,Kepler-138b,1.696146314609869e-05,3.3109083064554236e-06
99,TOI-4010d,2.0080490243240718e-05,3.459770547682198e-06
100,WASP-33b,5.864509729708029e-06,2.7895044827652935e-06
101,HATS-1b,2.593238924295948e-05,7.3618315409199125e-06
102,HD106315c,5.336946044316033e-06,8.736169491302617e-07
103,XO-6b,9.220769401029045e-06,2.732612324459068e-06
104,HAT-P-26b,1.9855895992842883e-05,5.161703405688318e-06
105,TOI-125b,1.2478532313609553e-05,3.3879818051883767e-06
106,TOI-431d,4.514998715231284e-06,8.044449091815301e-07
107,KELT-18b,1.0122299068715645e-05,4.150805026713596e-06
108,TOI-892b,1.871456056466996e-05,3.600896921763515e-06
109,DSTucAb,4.138755548771098e-06,8.926527002869777e-07
110,WASP-105b,1.693302932371833e-05,3.998830657709018e-06
111,TOI-776b,8.437979725729188e-06,1.5840642657531238e-06
112,HATS-42b,4.273048709742561e-05,1.661549418072511e-05
113,WASP-177b,2.7499361839558244e-05,6.824543947565811e-06
114,HAT-P-13b,1.35358773213538e-05,4.719065096002893e-06
115,WASP-103b,2.2938490735830515e-05,1.1682165790650776e-05
116,HATS-27b,2.868228396960734e-05,9.736239632345186e-06
117,WASP-141b,2.918236404140695e-05,1.009472026575364e-05
118,K2-238b,2.8894988146541864e-05,9.716166252980255e-06
119,TOI-257b,2.292431866519777e-06,4.7105858395904885e-07
120,WASP-181b,3.8650722452934415e-05,1.0804395406782122e-05
121,WASP-135b,3.6950385929965106e-05,1.3255923926339301e-05
122,WASP-81b,2.542613761679267e-05,9.193352631465083e-06
123,WASP-19b,3.244429579429671e-05,1.4616601949880602e-05
124,HAT-P-4b,1.4504670684169765e-05,5.5668452399454574e-06
125,WASP-32b,2.2651311339130546e-05,7.172849547308365e-06
126,WASP-73b,9.276680765225112e-06,3.545122420455868e-06
127,LTT1445Ac,1.1173623860486838e-05,1.5370060439102507e-06
128,WASP-64b,3.641366749491532e-05,1.4571500390613107e-05
129,HD110113b,9.180097336395656e-06,3.416875264274103e-06
130,K2-30b,3.598630383276298e-05,9.315675829733564e-06
131,WASP-21b,1.5483429604296917e-05,4.549975177966952e-06
132,HAT-P-21b,2.047573619078248e-05,6.47959399517406e-06
133,KOI-13b,1.879465033916656e-05,8.151013338570585e-06
134,WASP-123b,1.3298045409958034e-05,4.5084237236441504e-06
135,KELT-12b,8.907470889541586e-06,3.1521307039852174e-06
136,HATS-60b,2.5898751598929773e-05,8.94580256396571e-06
137,WASP-133b,3.189487086791144e-05,1.2953597126076669e-05
138,HATS-65b,3.053945553993137e-05,9.85087823389211e-06
139,HATS-40b,3.442324522079639e-05,1.417288703074211e-05
140,HATS-33b,2.0687473192950725e-05,7.688134638176532e-06
141,HATS-68b,2.6260422279728528e-05,8.570302856129597e-06
142,HAT-P-57b,1.1427894553222229e-05,4.308791659454546e-06
143,WASP-54b,9.211227958056647e-06,3.339353982738026e-06
144,HATS-25b,3.602507708775736e-05,1.0517115808406513e-05
145,TOI-776c,7.575501781737623e-06,1.1564108111016867e-06
146,HAT-P-5b,2.204230130868816e-05,7.500002204186993e-06
147,Qatar-8b,1.6197129938643464e-05,5.595501626797183e-06
148,WASP-18b,8.457017179171143e-06,4.028077076568359e-06
149,TrES-5b,3.888524735446866e-05,1.807521641417072e-05
150,WASP-2b,2.2313677281471017e-05,6.844448977096988e-06
151,HAT-P-55b,4.4128853259497334e-05,1.3445618147802379e-05
152,HAT-P-36b,2.7784215539479236e-05,1.1580282808569068e-05
153,WASP-65b,2.544661435393739e-05,9.134265615035462e-06
154,WASP-159b,2.0275674086677297e-05,7.953455855431256e-06
155,WASP-93b,2.1035231968749406e-05,6.405705791208324e-06
156,WASP-140b,1.8285648869384278e-05,5.108628702845756e-06
157,KELT-16b,2.8732881768327325e-05,1.4164734428689576e-05
158,Kepler-5b,3.817475892295203e-05,1.226629132486882e-05
159,WASP-129b,3.0016165438799845e-05,7.0508608220550945e-06
160,WASP-145Ab,2.4552566603367596e-05,6.238685646700283e-06
161,WASP-167b,1.773798499370702e-05,6.734117205013547e-06
162,K2-232b,6.973713624902866e-06,1.6099793929851188e-06
163,TOI-157b,3.351659685029071e-05,1.1316808380019441e-05
164,WASP-76b,8.09137252990121e-06,3.6478592642164693e-06
165,Qatar-2b,2.7242268935990666e-05,1.3179038938704988e-05
166,LP791-18d,5.723278999206615e-05,1.1430909163795624e-05
167,HATS-22b,4.159528252675809e-05,9.738626422002753e-06
168,HAT-P-51b,3.690253974041669e-05,1.1115710332929268e-05
169,TOI-837b,1.429190043877141e-05,2.4146911791817544e-06
170,HAT-P-56b,1.958971043798207e-05,5.95251681249983e-06
171,WASP-57b,4.850843669732328e-05,1.4721608912623655e-05
172,KELT-24b,4.093676243280193e-06,1.2162802567497286e-06
173,HATS-35b,2.796636545583694e-05,1.174184219648786e-05
174,WASP-94Ab,1.1065518335387046e-05,3.3877520342500147e-06
175,HAT-P-24b,2.220785702734378e-05,7.723758279666681e-06
176,WASP-31b,2.349637749062179e-05,7.689649116697692e-06
177,WASP-183b,4.3356811079876164e-05,1.0419023192331371e-05
178,HAT-P-66b,3.310824717502199e-05,1.344959888582255e-05
179,WASP-63b,1.355647201308442e-05,3.960522464797529e-06
180,HAT-P-33b,1.6414681669403045e-05,5.324368656913696e-06
181,WASP-48b,2.326535158746301e-05,9.308385459951695e-06
182,HD219134b,1.6269941951090196e-06,3.139579149113641e-07
183,HATS-3b,2.111380241751232e-05,7.071098271541234e-06
184,HAT-P-8b,9.569579174247008e-06,3.5033081773568096e-06
185,WASP-96b,3.386148510668456e-05,9.657658146230735e-06
186,WASP-24b,1.787239953207803e-05,6.888990487000659e-06
187,TOI-216.01,1.5824892762670522e-05,2.2145174933303314e-06
188,KELT-3b,1.1046291025300117e-05,3.93929579952659e-06
189,WASP-132b,1.740055892111038e-05,3.997652742514411e-06
190,KELT-17b,8.58876539407678e-06,3.0195271635458797e-06
191,KELT-10b,1.1717199036535027e-05,3.7235467624521716e-06
192,WASP-117b,7.940638336397638e-06,2.0856195668454698e-06
193,HATS-51b,2.2370055689204127e-05,7.4296271188323194e-06
194,K2-333b,1.865891751336919e-05,3.7463307115787536e-06
195,WASP-126b,1.381039133837719e-05,4.6767464409880076e-06
196,WASP-6b,2.3896554746506584e-05,7.867038581648733e-06
197,LHS3844b,3.865504032577203e-05,1.3577306712363143e-05
198,KELT-7b,5.372613463693422e-06,1.9979646697190774e-06
199,K2-198b,1.3534216643912587e-05,2.0708025943868103e-06
200,WASP-78b,2.0424162845954965e-05,9.625141299951972e-06
201,HAT-P-45b,1.6643857015567328e-05,5.790010155691999e-06
202,TrES-2b,2.5109967798324326e-05,7.234163564932617e-06
203,CoRoT-2b,2.405673896094399e-05,8.996243970227282e-06
204,HAT-P-27b,2.939250335375333e-05,7.471929029562881e-06
205,G9-40b,2.3668945991092048e-05,3.97886813658974e-06
206,WASP-41b,1.70908574494791e-05,5.872012409821254e-06
207,TOI-640b,1.1588098270296638e-05,3.3306933767138584e-06
208,TOI-1259Ab,1.9709189272886966e-05,5.633465480530925e-06
209,WASP-138b,2.1616639143937914e-05,7.325948630995986e-06
210,WASP-74b,8.401386934123998e-06,3.3652463128012917e-06
211,HAT-P-25b,3.071651373589363e-05,9.102144029002048e-06
212,HAT-P-62b,2.6135749773979563e-05,9.346101065775735e-06
213,WASP-29b,1.1361402869884002e-05,3.489358405853368e-06
214,WASP-82b,9.686110243795707e-06,3.5082273048227774e-06
215,HAT-P-29b,1.8133110326495692e-05,5.075907013831532e-06
216,K2-31b,2.370785387876333e-05,7.0678712678330685e-06
217,HAT-P-37b,4.6051644381113366e-05,1.4142445977646165e-05
218,XO-2Nb,1.4548394435284544e-05,5.347067491670843e-06
219,HAT-P-32b,1.7239816308140216e-05,6.755782416679007e-06
220,KPS-1b,3.785658257386887e-05,1.253188659912015e-05
221,XO-1b,1.551579353584282e-05,4.7549666148136315e-06
222,WASP-190b,2.1665569176473138e-05,6.648365672985028e-06
223,WASP-92b,3.55684330924796e-05,1.317620532708918e-05
224,HAT-P-19b,2.5882715766652417e-05,7.378489777205282e-06
225,HAT-P-67b,7.4400873504220115e-06,2.916880339853072e-06
226,K2-107b,3.0937105965180314e-05,1.013881374925975e-05
227,HAT-P-1b,1.1654108902455896e-05,3.1678397961415395e-06
228,WASP-16b,1.4350469038694594e-05,4.883990352351132e-06
229,K2-261b,9.0818060533799e-06,2.077307025889019e-06
230,GJ3470b,9.02826588723733e-06,2.98186214782923e-06
231,HAT-P-15b,1.189491018831513e-05,2.897968197980209e-06
232,K2-55b,2.6049398264753717e-05,9.224743082755467e-06
233,WASP-166b,7.055633483742781e-06,1.9496383860032154e-06
234,HIP65Ab,1.8940646348796006e-05,5.7140675115978e-06
235,WASP-101b,1.1512262756016893e-05,3.6818284171052884e-06
236,WASP-5b,2.8853335273173492e-05,1.1322411525085794e-05
237,XO-3b,1.2008845367785853e-05,3.8870067690469634e-06
238,K2-121b,2.4602339884486935e-05,6.648508236373488e-06
239,WASP-165b,2.615691303806675e-05,9.463919629266748e-06
240,K2-25b,5.7709501610138835e-05,9.423683615831833e-06
241,LTT3780c,1.5418592549010266e-05,1.824525958275885e-06
242,HAT-P-9b,2.522959842441027e-05,7.846021666399925e-06
243,HAT-P-28b,3.109973804297071e-05,1.0311458600016974e-05
244,HAT-P-49b,1.1981948942757105e-05,4.796400388201225e-06
245,K2-266d,1.2815303099705995e-05,2.1507873623577494e-06
246,WASP-98b,3.353726318241748e-05,1.1674996857764623e-05
247,WASP-85Ab,1.3261047231161862e-05,4.375749035228665e-06
248,WASP-157b,3.146558348454585e-05,7.577836240432626e-06
249,HAT-P-6b,1.3253183837689971e-05,4.235568279758968e-06
250,WASP-153b,2.636607042459248e-05,9.355239968748756e-06
251,HAT-P-31b,1.592251634702878e-05,5.36997564607937e-06
252,TOI-216.02,2.587794742026396e-05,3.144109884855429e-06
253,WASP-47b,1.9699159371096417e-05,5.891416413492257e-06
254,HD63433b,2.1961467860562164e-06,4.861475965178405e-07
255,Kepler-435b,2.0679808955764043e-05,7.034585720887171e-06
256,WASP-56b,2.3802730526295076e-05,7.0588204907789904e-06
257,WASP-42b,2.0451673929006823e-05,5.318208962782869e-06
258,GJ1214b,1.4440504572557983e-05,6.544718814790056e-06
259,TOI-150.01,1.3426707986893265e-05,4.213946784509598e-06
260,TOI-451c,1.1688314263768971e-05,2.511339043265032e-06
261,TOI-2076d,5.214043998923992e-06,5.532677837530177e-07
262,TOI-1266c,1.64702556536357e-05,1.9098271892880693e-06
263,Qatar-10b,3.794738270800097e-05,1.5827331240049535e-05
264,TOI-270d,9.258774887851173e-06,1.7236616149486303e-06
265,WASP-72b,1.570920587123514e-05,6.555347752935104e-06
266,WASP-91b,2.0489927947792415e-05,6.305940163181915e-06
267,Kepler-7b,3.78182463162538e-05,1.0505788398927191e-05
268,WASP-28b,2.4991229269053942e-05,8.141236133624927e-06
269,WASP-131b,9.590847925670685e-06,2.7554318898753982e-06
270,HAT-P-20b,1.4823728607991691e-05,4.09062496911268e-06
271,WASP-35b,1.4969937698590152e-05,5.064068289183003e-06
272,WASP-20b,1.2048289483515598e-05,3.4053558786864777e-06
273,WASP-158b,2.71906517062253e-05,8.974393609589482e-06
274,LP714-47b,1.1950812701420195e-05,3.616782462093817e-06
275,HIP67522b,6.429242800211605e-06,1.8151095228363455e-06
276,TOI-1859b,1.2442007827256911e-05,9.949192366704515e-07
277,EPIC246851721b,1.612297345321956e-05,4.465642397611014e-06
278,WASP-26b,1.643839423216594e-05,5.905862394380804e-06
279,Qatar-9b,4.737499089379162e-05,1.7183092303294468e-05
280,HATS-26b,2.636853308689015e-05,1.0706365085284565e-05
281,KELT-9b,3.9133658356511705e-06,1.9503781572014213e-06
282,WASP-104b,2.32256741117889e-05,7.754957263728608e-06
283,KELT-23Ab,1.2018472104910686e-05,4.103639731738874e-06
284,HATS-2b,4.428746151058908e-05,1.7734286484294373e-05
285,WASP-69b,7.849724089854191e-06,2.034999446647107e-06
286,CoRoT-19b,3.140348103189799e-05,1.136627176508723e-05
287,Kepler-18d,3.325473416256996e-05,5.761838034476001e-06
288,HD209458b,3.189293179819494e-06,1.02786668614617e-06
289,GJ357b,6.918636490119255e-06,1.373950018693398e-06
290,WASP-43b,2.4808110588513323e-05,9.663217547350846e-06
291,HD189733b,3.3001517627820523e-06,1.011641536966039e-06
292,WASP-173Ab,2.076722372476643e-05,8.689519150781152e-06
293,WASP-172b,1.5359346835909954e-05,5.042885607153579e-06
294,TOI-1333b,6.644747085302329e-06,2.198427846927654e-06
295,TOI-4479b,2.9400845794172485e-05,1.5010119155877316e-05
296,WASP-148b,2.345995157169335e-05,4.940403288621423e-06
297,AUMicb,1.8526487607987552e-06,4.1033994905960966e-07
298,WASP-12b,2.02113580558775e-05,1.0215557588709669e-05
299,TOI-4515b,2.0068112890206252e-05,3.2261125286323343e-06
300,LHS1678b,1.9176756813516808e-05,6.191986874023375e-06
301,LHS1678c,1.547529238489943e-05,3.093350011214402e-06
302,LHS1678d,1.7162929514208678e-05,2.6895401084180413e-06
303,TOI-1994b,1.2621504886315952e-05,4.211932292338979e-06
304,GJ806b,8.284909797360412e-06,2.7665013249436254e-06
305,Kepler-91b,2.2484119345610113e-05,5.570825316011457e-06
306,TOI-3688Ab,2.378404442748599e-05,8.178111308892125e-06
307,LHS1478b,2.5976878849376713e-05,5.4021964779427735e-06
308,Kepler-1658b,2.353171826169681e-05,6.565982269350477e-06
309,GJ9827b,9.295604445949637e-06,3.1555893866437338e-06
310,GJ9827c,7.720111858752528e-06,1.8735334183015673e-06
311,GJ9827d,9.42118368462819e-06,1.463277283266453e-06
312,LTT1445Ab,6.382260087832401e-06,1.1261341943668507e-06
313,KELT-4Ab,1.0205227279616327e-05,3.6292700950402715e-06
314,HAT-P-54b,2.652297194287652e-05,8.263887018000236e-06
315,MASCARA-4b,4.9995847090339684e-06,1.930758425255932e-06
316,HATS-70b,4.494342778584263e-05,1.976934841530814e-05
317,WASP-52b,2.903140965766975e-05,9.82252230147253e-06
318,WASP-7b,8.420739335207841e-06,2.3241226526939435e-06
319,HAT-P-44b,3.4225708596378776e-05,9.875276521233108e-06
320,KELT-14b,1.8683710209661128e-05,6.862753444204401e-06
321,WASP-192b,3.7154619668878944e-05,1.1226088284709157e-05
322,WASP-162b,2.2400925556903203e-05,5.127711284658016e-06
323,TOI-169b,3.566982533831722e-05,1.048475432324853e-05
324,GJ1132b,1.0475176722995621e-05,4.690678690750407e-06
325,HD63433c,1.8565354481715428e-06,2.896403670204184e-07
326,HATS-52b,5.267122844397614e-05,2.1101911548584912e-05
327,HATS-57b,2.8732012464334522e-05,9.822377063423752e-06
328,KELT-15b,1.5576198223973607e-05,5.704301662130505e-06
329,HD202772Ab,3.6225216507723704e-06,1.5171153821622525e-06
330,HATS-10b,4.1326737471024356e-05,1.3192556480406819e-05
331,K2-198d,1.3534216643912587e-05,3.0858985331913024e-06
332,HATS-64b,2.802413631838208e-05,1.0057253466914889e-05
333,K2-260b,2.612397102876537e-05,1.0627819185082654e-05
334,WASP-180Ab,1.5834437661541632e-05,5.071485920887115e-06
335,TOI-674b,1.711474820192365e-05,7.082430074873993e-06
336,TrES-3b,2.3711870548521383e-05,1.157412739788164e-05
337,WASP-10b,2.2524643959455658e-05,6.6421290244977536e-06
338,TOI-1789b,1.0058952838104937e-05,2.8845125020530996e-06
339,KELT-1b,1.4499192815859368e-05,6.815398056068388e-06
340,WASP-107b,1.2094692827667034e-05,2.8807175615887733e-06
341,WASP-36b,3.169062245623536e-05,1.4520776300006455e-05
342,Kepler-18c,3.415701782437069e-05,7.934798708567946e-06
343,HAT-P-68b,4.179492056459628e-05,1.3343264585327696e-05
344,TOI-1807b,1.1753794708924076e-05,5.018834494315102e-06
345,HAT-P-17b,9.11855893695441e-06,1.9715359227393816e-06
346,HATS-45b,4.526238626556877e-05,1.3066240711244172e-05
347,TOI-1728b,1.6508781597849835e-05,4.227378088139975e-06
348,HAT-P-3b,1.975804398333038e-05,5.661420514309028e-06
349,WASP-95b,9.198953751898778e-06,3.6512369384805182e-06
350,HATS-31b,2.7624336686601452e-05,1.0529496390670715e-05
351,KELT-19Ab,9.078074367114502e-06,2.961625134929861e-06
352,WASP-87b,1.357062718218038e-05,5.998023949900338e-06
353,Kepler-447b,3.800497556978647e-05,5.081450435949988e-06
354,Kepler-1656b,1.4156853163908403e-05,1.6003403426843052e-06
355,TOI-4010c,2.289210226140374e-05,5.612227264009301e-06
356,HATS-55b,4.501359311820311e-05,1.2445320649776037e-05
357,Kepler-450b,1.4168271047601719e-05,2.6355596822758218e-06
358,K2-155c,1.4386929347637372e-05,2.5269876450049336e-06
359,WASP-13b,1.3372103010539721e-05,3.916930440322897e-06
360,WASP-58b,1.9048348053924377e-05,5.5996812012917264e-06
361,WASP-119b,2.229169201622679e-05,8.079012734430218e-06
362,HAT-P-52b,4.479290387382572e-05,1.4058870091784134e-05
363,WASP-4b,3.2233147523390335e-05,1.3126147085387928e-05
364,HATS-5b,2.702970823689828e-05,7.285757998887058e-06
365,Qatar-7b,3.237896395062228e-05,1.3752948435925116e-05
366,WASP-114b,3.1993423229532214e-05,1.3699985032288618e-05
367,55Cnce,1.7742599157309639e-06,8.191058679687226e-07
368,WASP-160Bb,3.2448845942275625e-05,9.527454136238377e-06
369,WASP-142b,3.920858163489363e-05,1.4687702498849397e-05
370,HATS-29b,2.827858328706478e-05,8.0065505517277e-06
371,K2-140b,2.6189644416718636e-05,6.809145101596816e-06
372,WASP-50b,2.6267727713883782e-05,8.508918725264167e-06
373,TOI-431b,4.514998715231284e-06,3.0443563273711932e-06
374,TOI-172b,1.3657285391668878e-05,3.3041850132373427e-06
375,TOI-2076c,4.543085302379307e-06,7.104918591348274e-07
376,WASP-90b,1.7289411584909868e-05,5.377329288655678e-06
377,TOI-269b,2.2235430015588577e-05,7.013630282411557e-06
378,HAT-P-50b,2.1777206531794354e-05,7.798834988723216e-06
379,TrES-1b,1.74090270406127e-05,6.0007195120376375e-06
380,WASP-106b,1.5637129039372377e-05,4.0568225068838035e-06
381,K2-266b,4.097528015815121e-05,9.995959535213683e-06
382,TOI-201b,6.44850440102591e-06,5.641088858718371e-07
383,WASP-88b,1.3762822268187367e-05,5.007837447616703e-06
384,HATS-39b,3.692680188873946e-05,1.122985721504972e-05
385,WASP-168b,2.831196923996679e-05,6.6052804417123e-06
386,HD2685b,8.878847676958368e-06,2.6648145768554175e-06
387,K2-237b,1.9858804319767207e-05,7.528460370761656e-06
388,HD149026b,3.842817796678431e-06,1.3501485964667155e-06
389,HAT-P-39b,2.826391121924198e-05,1.0139897506621401e-05
390,TOI-270c,9.258774887851173e-06,2.4022117360769846e-06
391,HAT-P-30b,1.648645425978427e-05,4.848496149694403e-06
392,LP791-18b,7.410556040169455e-05,2.0249974109608896e-05
393,HAT-P-12b,2.568108963934944e-05,7.414699955784935e-06
394,TOI-421c,8.57458390558801e-06,1.2321047547390518e-06
395,TOI-700c,1.798710648419559e-05,1.8769363984539106e-06
396,TOI-451d,1.0894459655070216e-05,1.897734014471356e-06
397,NGTS-2b,1.29715714089253e-05,4.382837143214506e-06
398,WASP-89b,3.6109483934749617e-05,1.0460946239859486e-05
399,WASP-161b,1.1965840952066836e-05,3.896244282102654e-06
400,WASP-68b,8.663815405122319e-06,2.900942428536607e-06
401,TOI-904b,1.157430868757884e-05,2.3222845512473723e-06
402,KELT-8b,9.584297454169502e-06,3.2895846452408126e-06
403,Qatar-5b,3.014184182996316e-05,1.0092876229439904e-05
404,HATS-13b,4.603958480875737e-05,1.4385339948496445e-05
405,TOI-1518b,7.619817873755547e-06,3.2036876821455333e-06
406,KOI-94d,2.4287005461193143e-05,3.254538645631638e-06
407,WASP-8b,7.0877729936939545e-06,1.7805977009578393e-06
408,WASP-3b,1.3788939309780218e-05,5.480623715417858e-06
409,WASP-186b,1.565843066618857e-05,3.930338992914509e-06
410,WASP-175b,3.814249839351535e-05,1.196412206838935e-05
411,WASP-164b,4.153832056896735e-05,1.32249461897955e-05
412,HAT-P-38b,2.6090635893981056e-05,7.17898809210638e-06
413,HD332231b,3.6093327247971114e-06,7.173304080376018e-07
414,WASP-144b,5.296222592170133e-05,1.647867623274166e-05
415,TOI-125c,1.2493728421103575e-05,2.46022912689005e-06
416,WASP-75b,2.3562411049508795e-05,7.080623594448274e-06
417,HAT-P-40b,1.2073992729677381e-05,4.626601375689174e-06
418,WASP-66b,2.059526859747364e-05,6.209300428913905e-06
419,WASP-17b,1.604065101041617e-05,5.741942329274267e-06
420,WASP-79b,1.0955246363812808e-05,3.7188878315653853e-06
421,WASP-14b,9.06266555339813e-06,3.556839301955772e-06
422,HD219666b,1.011417606732006e-05,2.0307867910894824e-06
423,WASP-120b,1.4480096746392719e-05,4.795619765045593e-06
424,HATS-7b,3.470922771622152e-05,9.985136759624589e-06
425,HAT-P-34b,1.1701518436915936e-05,3.1857240519001927e-06
426,HATS-30b,2.8364170663853524e-05,8.866776652969741e-06
427,TOI-561c,8.575211933886238e-06,1.7505961804712872e-06
428,TOI-905b,1.8915247909183702e-05,4.765930615453546e-06
429,WASP-34b,1.4923958650275764e-05,3.574711743749367e-06
430,WASP-67b,2.008646110510645e-05,5.728542025017537e-06
