,Planet Name,Full Phase Curve Noise Estimate 1.1-1.185um,Full Phase Curve Noise Estimate 1.185-1.27um,Full Phase Curve Noise Estimate 1.27-1.355um,Full Phase Curve Noise Estimate 1.355-1.44um,Full Phase Curve Noise Estimate 1.44-1.525um,Full Phase Curve Noise Estimate 1.525-1.61um,Full Phase Curve Noise Estimate 1.61-1.695um,Full Phase Curve Noise Estimate 1.695-1.78um,Full Phase Curve Noise Estimate 1.78-1.865um,Full Phase Curve Noise Estimate 1.865-1.95um
218,XO-2Nb,1.3665057990612055e-05,1.440119028852824e-05,1.518716772706503e-05,1.6016476218399388e-05,1.68842930813724e-05,1.7786947797622635e-05,1.872157794400215e-05,1.968590260990974e-05,2.0678068985316077e-05,2.169654590601067e-05
219,HAT-P-32b,1.693080992591461e-05,1.7973887667527003e-05,1.9073557267562328e-05,2.0223635686934616e-05,2.1419461597613193e-05,2.2657423061893562e-05,2.393465297878233e-05,2.524882653418035e-05,2.6598022768951575e-05,2.798062764954053e-05
220,KPS-1b,3.2226219814168216e-05,3.3884308407181394e-05,3.5663627590983536e-05,3.754754614461055e-05,3.9523810991964706e-05,4.158314116780087e-05,4.371833342932715e-05,4.592367493280153e-05,4.819454663317686e-05,5.0527148772921594e-05
221,XO-1b,1.1997662204491375e-05,1.2704345792931668e-05,1.3452285554826278e-05,1.4236661920157807e-05,1.5053866237620135e-05,1.590112111481242e-05,1.6776236548123483e-05,1.7677448316718297e-05,1.8603307914327768e-05,1.955260573690221e-05
222,WASP-190b,1.6504413293254146e-05,1.7584259262280152e-05,1.871735580744732e-05,1.9898452675171603e-05,2.112354891509074e-05,2.2389511242887077e-05,2.3693826535989524e-05,2.503443631862871e-05,2.640962304010093e-05,2.7817930034890485e-05
223,WASP-92b,3.2798014535800366e-05,3.490809980759253e-05,3.71250172763216e-05,3.943790928033378e-05,4.18385283674139e-05,4.4320436096881055e-05,4.6878484318595015e-05,4.9508468849067305e-05,5.220689189397052e-05,5.4970795093012036e-05
224,HAT-P-19b,1.9102494206876822e-05,2.003557208347345e-05,2.104305218000785e-05,2.2114218199429965e-05,2.324121354090616e-05,2.441811605848937e-05,2.564035139138708e-05,2.6904308850035924e-05,2.820708275262831e-05,2.954629385569e-05
225,HAT-P-67b,7.240133752442958e-06,7.714225761890735e-06,8.21166709788756e-06,8.730159088315996e-06,9.267949750871586e-06,9.823666830286624e-06,1.0396209508338946e-05,1.0984675980629728e-05,1.1588313692259387e-05,1.2206484309907684e-05
226,K2-107b,2.5390296703930043e-05,2.6962079421606167e-05,2.8618480313465643e-05,3.0350324521609644e-05,3.215068977068155e-05,3.401420800394797e-05,3.593661488212789e-05,3.791445004555721e-05,3.9944852179068863e-05,4.2025415462753154e-05
227,HAT-P-1b,7.943289985749504e-06,8.430940350759657e-06,8.945199274627095e-06,9.48314345075691e-06,1.0042570285879772e-05,1.0621774011290054e-05,1.1219401364087621e-05,1.1834355633448716e-05,1.246573110008351e-05,1.3112767143735793e-05
228,WASP-16b,1.2340953625595218e-05,1.3060813236148286e-05,1.3823377729739835e-05,1.4623590419788571e-05,1.545767029287749e-05,1.6322711238881843e-05,1.7216424822971214e-05,1.8136969953333605e-05,1.9082836950991295e-05,2.005276670125707e-05
229,K2-261b,5.280450792790527e-06,5.575996045686684e-06,5.890316949061167e-06,6.221067564755748e-06,6.566503244258455e-06,6.925290208639961e-06,7.2963837174689905e-06,7.678947633496733e-06,8.072299831444264e-06,8.475874229411357e-06
230,GJ3470b,8.35695386331608e-06,8.522111153571133e-06,8.737964622787425e-06,8.994078463326027e-06,9.283107173536573e-06,9.599727412563348e-06,9.939982111248535e-06,1.030086337192352e-05,1.0680039001559936e-05,1.1075668340826709e-05
231,HAT-P-15b,7.351611882106734e-06,7.768957489309462e-06,8.212198900132542e-06,8.678157641919277e-06,9.164465685305529e-06,9.669309467045572e-06,1.0191265941414484e-05,1.0729194230616864e-05,1.1282162019129265e-05,1.1849394314350932e-05
232,K2-55b,2.469167017397921e-05,2.558760660601589e-05,2.659907986604807e-05,2.770597146280132e-05,2.889382357804885e-05,3.0151949126005708e-05,3.147225063598349e-05,3.2848457105821566e-05,3.427561634801323e-05,3.574974851200496e-05
233,WASP-166b,4.879947787593587e-06,5.1830294725919536e-06,5.5023421175694315e-06,5.836135063403543e-06,6.18308675066485e-06,6.542171792980119e-06,6.9125752031939464e-06,7.293635308301174e-06,7.68480470902134e-06,8.085622926302737e-06
234,HIP65Ab,1.505937170899609e-05,1.5692861324966925e-05,1.6390940028421955e-05,1.7143214383930508e-05,1.7942151072147544e-05,1.8782134972535763e-05,1.965887667073604e-05,2.0569027362187595e-05,2.1509921282254837e-05,2.2479399020496206e-05
235,WASP-101b,9.144087897303357e-06,9.740729530768095e-06,1.0366919037384601e-05,1.101972846636261e-05,1.1696927771504106e-05,1.2396771444841782e-05,1.3117860180438434e-05,1.385904838896113e-05,1.4619380669543523e-05,1.5398047108710742e-05
236,WASP-5b,2.8609670675070744e-05,3.0278500087693597e-05,3.204633097759406e-05,3.3901440576646833e-05,3.583506347239187e-05,3.78404625149997e-05,3.9912332493151474e-05,4.2046405257721793e-05,4.423918096423444e-05,4.64877406440557e-05
237,XO-3b,9.643287925326262e-06,1.0276705273766908e-05,1.0941168821705363e-05,1.1633639701083756e-05,1.2351800346687674e-05,1.3093834407796827e-05,1.3858283955580542e-05,1.4643953955375184e-05,1.5449846606835743e-05,1.6275115113958715e-05
238,K2-121b,1.7628305481359726e-05,1.832991141372656e-05,1.9109716669588806e-05,1.9954722139000133e-05,2.0855538483311756e-05,2.1805190777028986e-05,2.2798368530006297e-05,2.3830939376646176e-05,2.489962451334189e-05,2.600177650654602e-05
239,WASP-165b,2.3985479261707145e-05,2.5356090167466503e-05,2.6810824378598096e-05,2.8339443574466797e-05,2.9934313486272377e-05,3.158958244692366e-05,3.3300655003915266e-05,3.506384387988487e-05,3.6876133432153887e-05,3.873501491883237e-05
240,K2-25b,2.7635672293659222e-05,2.7754589096900813e-05,2.8087054946631914e-05,2.858422669624555e-05,2.9212291497226e-05,2.9947120487815678e-05,3.0771036913474014e-05,3.167078956632347e-05,3.263624089732469e-05,3.365949369977972e-05
241,LTT3780c,5.275413252057983e-06,5.323116571436691e-06,5.408701537464481e-06,5.523747589990865e-06,5.6623966901979176e-06,5.82044955414563e-06,5.994816724237058e-06,6.183172895196108e-06,6.383732281345544e-06,6.595098555636134e-06
242,HAT-P-9b,1.9499189345442514e-05,2.0766213883905745e-05,2.2096394419568413e-05,2.348342521752376e-05,2.4922507437765783e-05,2.640988788840255e-05,2.794256010263135e-05,2.9518064573073367e-05,3.113435158681794e-05,3.2789684747455535e-05
243,HAT-P-28b,2.6070398489120342e-05,2.7585075721769706e-05,2.9190201002320416e-05,3.0875006162524604e-05,3.263144398018799e-05,3.4453332666325304e-05,3.633580694089916e-05,3.8274954651772706e-05,4.0267569522997236e-05,4.231097877074451e-05
244,HAT-P-49b,1.180551460125298e-05,1.2619080418593086e-05,1.3469724757030992e-05,1.4354146795533828e-05,1.5269802939327466e-05,1.6214679367859407e-05,1.7187143673229574e-05,1.81858450938404e-05,1.9209645595572673e-05,2.0257571106533615e-05
245,K2-266d,5.761985294157387e-06,5.969205184032038e-06,6.203519954690469e-06,6.460192536941747e-06,6.735820250772519e-06,7.027888963678871e-06,7.334494561170367e-06,7.65416304062418e-06,7.98573087104796e-06,8.328263360059615e-06
246,WASP-98b,2.9705882273390533e-05,3.135733846671469e-05,3.3114893992721785e-05,3.4965182497479044e-05,3.689827178965337e-05,3.890657495445578e-05,4.098415402738761e-05,4.312626047818644e-05,4.532902347488649e-05,4.758923315976448e-05
247,WASP-85Ab,1.093563479747447e-05,1.1621589940928674e-05,1.2343700028693165e-05,1.3098128036482249e-05,1.3881972554771136e-05,1.4692978670940145e-05,1.552935123929785e-05,1.638963049896682e-05,1.7272606938187764e-05,1.8177261596074483e-05
248,WASP-157b,1.907331557334888e-05,2.0215427609318402e-05,2.142243869875429e-05,2.2686944479925055e-05,2.400338759482926e-05,2.5367480643999654e-05,2.6775835022754606e-05,2.822571464546099e-05,2.9714868004280164e-05,3.124141083106425e-05
249,HAT-P-6b,1.047669288400111e-05,1.117757053899986e-05,1.1911847021757587e-05,1.2676365207828706e-05,1.3468708268582425e-05,1.4286975058676456e-05,1.5129634102839666e-05,1.5995425729842908e-05,1.6883294682440526e-05,1.779234258401308e-05
250,WASP-153b,2.3498723576702628e-05,2.4925073523250997e-05,2.6430697827954055e-05,2.8006733543357678e-05,2.9646514773727453e-05,3.134488835698932e-05,3.309777319118138e-05,3.4901867517419544e-05,3.6754449100431594e-05,3.865323547644281e-05
251,HAT-P-31b,1.343599795727183e-05,1.4272504694286986e-05,1.5153634287776462e-05,1.6074592613195213e-05,1.703175915004633e-05,1.8022323640363445e-05,1.904405158263501e-05,2.0095128128146537e-05,2.1174051300262748e-05,2.2279557164322974e-05
252,TOI-216.02,8.128253548892047e-06,8.529774707414756e-06,8.9627183679589e-06,9.422603809361374e-06,9.906142683018615e-06,1.0410853821048882e-05,1.0934818832681732e-05,1.1476521985215456e-05,1.2034742317053582e-05,1.2608479116875287e-05
253,WASP-47b,1.494176580399522e-05,1.5791447956962575e-05,1.669370276061317e-05,1.76420914966561e-05,1.863181612827757e-05,1.9659201262140166e-05,2.072136231171293e-05,2.18159861679915e-05,2.2941182184341627e-05,2.4095378430657723e-05
254,HD63433b,1.2288361890264913e-06,1.3003449947457331e-06,1.3761126714530082e-06,1.4556332837900476e-06,1.5385286553616242e-06,1.624508212077828e-06,1.7133432131027895e-06,1.8048496900356469e-06,1.898876837077579e-06,1.995298915768757e-06
255,Kepler-435b,1.7559513007241416e-05,1.8669380128905973e-05,1.983703853208961e-05,2.105643246256708e-05,2.2322976721688667e-05,2.363310313287949e-05,2.4983967412526268e-05,2.637325378191021e-05,2.7799041142576843e-05,2.9259709176984012e-05
256,WASP-56b,1.788942202942133e-05,1.891189825072349e-05,1.9997108665624677e-05,2.11374202217852e-05,2.232714112885919e-05,2.3561908510785096e-05,2.4838296005650006e-05,2.6153554312564557e-05,2.750543485521486e-05,2.8892066974167478e-05
257,WASP-42b,1.3658441771136142e-05,1.4367991515584382e-05,1.5128591175933966e-05,1.5933305169859145e-05,1.6777018705513167e-05,1.765585389622294e-05,1.8566798115454993e-05,1.950745980570807e-05,2.047590349509421e-05,2.147053554378804e-05
258,GJ1214b,1.9861105028764018e-05,1.9724691794442494e-05,1.9769936691436038e-05,1.995282875033167e-05,2.0243237978939095e-05,2.061988165566059e-05,2.106731476387323e-05,2.1574061371363717e-05,2.213141571563554e-05,2.2732650531121157e-05
259,TOI-150.01,1.0495357595269107e-05,1.116813513658721e-05,1.1875170694017652e-05,1.2612960235108475e-05,1.3378843896526411e-05,1.4170746609475485e-05,1.4987010232392994e-05,1.5826281512651186e-05,1.668743525385797e-05,1.75695203398591e-05
260,TOI-451c,6.374349351543608e-06,6.734818320081246e-06,7.11779819143244e-06,7.520512321425005e-06,7.940893075597067e-06,8.377357725570177e-06,8.82866495683603e-06,9.293820064220568e-06,9.772010564541455e-06,1.0262561385563237e-05
261,TOI-2076d,1.4215986797424528e-06,1.495188349040291e-06,1.5741040821930275e-06,1.6576196681743666e-06,1.7451997413991652e-06,1.8364385486435443e-06,1.93102098296392e-06,2.028696986318457e-06,2.129264258611813e-06,2.2325562857166764e-06
262,TOI-1266c,5.3902653004440526e-06,5.48357822557366e-06,5.610883921560348e-06,5.765048575739232e-06,5.941064743453673e-06,6.135312890829186e-06,6.345109091690366e-06,6.56841804608802e-06,6.803665311227487e-06,7.049611082974474e-06
263,Qatar-10b,3.9543179677860695e-05,4.20282628153027e-05,4.4643934487680006e-05,4.737637886765715e-05,5.0215145567913666e-05,5.315211017216862e-05,5.618080276472254e-05,5.929596058476042e-05,6.249322178293337e-05,6.57689106459827e-05
264,TOI-270d,4.895461288044122e-06,4.969584895581741e-06,5.0756568424172775e-06,5.206863081092636e-06,5.358432086434245e-06,5.526922582201551e-06,5.709788242699442e-06,5.905102050986359e-06,6.1113762749899636e-06,6.3274416549943755e-06
265,WASP-72b,1.6328805571184202e-05,1.737475488730704e-05,1.847402585464586e-05,1.9621157564481737e-05,2.0812005273597578e-05,2.204333592604643e-05,2.331256639348685e-05,2.4617588783022766e-05,2.5956650646169517e-05,2.7328270829478052e-05
266,WASP-91b,1.637253652224508e-05,1.7154266555093728e-05,1.8000735374048524e-05,1.8902435124527602e-05,1.985240893014285e-05,2.0845423038246233e-05,2.1877442596674e-05,2.2945288844781455e-05,2.404640852737379e-05,2.5178714879164873e-05
267,Kepler-7b,2.6375420497738145e-05,2.7981687164401836e-05,2.9676748982593108e-05,3.145072852573284e-05,3.329619305729672e-05,3.520739366009905e-05,3.717977512513813e-05,3.920965030729724e-05,4.129397777074438e-05,4.343020623681169e-05
268,WASP-28b,2.032729707141037e-05,2.1609932086636135e-05,2.2959534925925334e-05,2.4369068246304587e-05,2.583320520923289e-05,2.7347801712779525e-05,2.890955533773809e-05,3.051577804943666e-05,3.2164240540148725e-05,3.385306302602979e-05
269,WASP-131b,6.900337155963145e-06,7.327501549288351e-06,7.777662677870172e-06,8.248327084716033e-06,8.737613498629927e-06,9.24406303940401e-06,9.766516784827584e-06,1.030403431074406e-05,1.0855837995702522e-05,1.142127400848914e-05
270,HAT-P-20b,1.077814834242631e-05,1.1232542854264015e-05,1.1733101350655217e-05,1.2272405501425912e-05,1.284507760772525e-05,1.3447108718219538e-05,1.4075435950204169e-05,1.4727667738649126e-05,1.5401900053863946e-05,1.6096590321412886e-05
271,WASP-35b,1.2694761531224711e-05,1.3475424898691058e-05,1.4298569171473429e-05,1.5159539551061329e-05,1.6054827882112706e-05,1.6981716591594865e-05,1.7938049137528834e-05,1.8922077364815112e-05,1.993235719669133e-05,2.0967675608949354e-05
272,WASP-20b,8.547776102855093e-06,9.06896702736145e-06,9.618913067963827e-06,1.0194421484606974e-05,1.079308929151833e-05,1.141305752772287e-05,1.2052852954884231e-05,1.2711282866185687e-05,1.338736325345942e-05,1.4080268550571714e-05
273,WASP-158b,2.2303456158337214e-05,2.3752697239313586e-05,2.5274177067743482e-05,2.6860683052398222e-05,2.85067262103366e-05,3.020801358612684e-05,3.196110633934652e-05,3.376319124971131e-05,3.561192382580517e-05,3.750531795217953e-05
274,LP714-47b,9.901419015320424e-06,1.0179452860773767e-05,1.0510141023371447e-05,1.08834287671107e-05,1.1292168373366208e-05,1.173113105735099e-05,1.219639493097755e-05,1.2684952721209828e-05,1.319445273221945e-05,1.3723023245868953e-05
275,HIP67522b,4.589804128005272e-06,4.856202597476211e-06,5.138535217180228e-06,5.434902393785331e-06,5.743884725760347e-06,6.064391992183348e-06,6.395566266832622e-06,6.736717785685521e-06,7.0872813129692715e-06,7.446785721607866e-06
276,TOI-1859b,2.473105184455939e-06,2.6336012758493646e-06,2.802113206121154e-06,2.977838821259556e-06,3.1601678071866755e-06,3.3486229481912484e-06,3.5428220627699466e-06,3.742452569033378e-06,3.94725402262905e-06,4.157005835825415e-06
277,EPIC246851721b,1.1136079288907804e-05,1.1844341918278294e-05,1.258912083119442e-05,1.3366629878541156e-05,1.4173999149470025e-05,1.5008992856922424e-05,1.5869826892225427e-05,1.6755047145535165e-05,1.7663446119972012e-05,1.8594004392024662e-05
278,WASP-26b,1.4788356432450515e-05,1.5704428855300946e-05,1.6669766604895018e-05,1.76790336175667e-05,1.872820348647864e-05,1.981415349612032e-05,2.093440272620635e-05,2.208693779111465e-05,2.327009368896818e-05,2.4482470336581948e-05
279,Qatar-9b,4.596964760709104e-05,4.7646505439981384e-05,4.9537829541643354e-05,5.1606365262076275e-05,5.3825332905869166e-05,5.617493197491974e-05,5.86401560314084e-05,6.120938055838606e-05,6.387342342173942e-05,6.662490352282217e-05
280,HATS-26b,2.67839445133331e-05,2.8453088155685483e-05,3.0211132946134857e-05,3.204854262791044e-05,3.395811425353104e-05,3.593425597796601e-05,3.7972520894237644e-05,4.006929669570991e-05,4.222159337639668e-05,4.442689444329324e-05
281,KELT-9b,4.6139869044726776e-06,5.00873893302819e-06,5.417381765547416e-06,5.839213690188603e-06,6.273651856578637e-06,6.720201437212732e-06,7.178434648544742e-06,7.647976041330266e-06,8.128491906164021e-06,8.61968245790463e-06
282,WASP-104b,1.9730460803358317e-05,2.0827845198473837e-05,2.1995678845920976e-05,2.3225091453492686e-05,2.450949137316633e-05,2.5843843159820727e-05,2.7224205565601212e-05,2.8647426646106413e-05,3.0110936914220145e-05,3.1612605533171126e-05
283,KELT-23Ab,1.0311749335197931e-05,1.0936015036279118e-05,1.1595125639496626e-05,1.2285169879960497e-05,1.3003207264481725e-05,1.3746965522388334e-05,1.451464582021973e-05,1.530479340354409e-05,1.611620931043141e-05,1.6947888636850966e-05
284,HATS-2b,4.550151805891993e-05,4.788255284780926e-05,5.0432825857973405e-05,5.312951633297773e-05,5.5955781959725665e-05,5.889884388507642e-05,6.194876724128088e-05,6.509765953070977e-05,6.833912880427599e-05,7.166790829419402e-05
285,WASP-69b,5.335022079473911e-06,5.570064548607274e-06,5.827333409804622e-06,6.103358926918966e-06,6.395618175590658e-06,6.702224783411768e-06,7.021733318501593e-06,7.353011882534762e-06,7.695156729551626e-06,8.047433590509103e-06
286,CoRoT-19b,2.8421390094218617e-05,3.019796984219792e-05,3.20687124181006e-05,3.4023567143061344e-05,3.6054938606909715e-05,3.815692728916764e-05,4.032483926395936e-05,4.255485971120738e-05,4.4843829511080766e-05,4.7189088634070595e-05
287,Kepler-18d,1.4722547137037946e-05,1.5516625451256465e-05,1.6364361832540412e-05,1.725875358560622e-05,1.819461557206742e-05,1.9168000867891615e-05,2.0175831079054838e-05,2.12156528698504e-05,2.228547310356373e-05,2.338364443609426e-05
288,HD209458b,2.5701194760819167e-06,2.7307994767519975e-06,2.8999937151799123e-06,3.0767936422652826e-06,3.260512638721397e-06,3.4506173781445705e-06,3.6466835107445304e-06,3.8483661526108475e-06,4.055379692217449e-06,4.2674836343595985e-06
289,GJ357b,3.902601452713826e-06,3.961562908294782e-06,4.046006457244482e-06,4.150495890505319e-06,4.271224649819489e-06,4.405447496458751e-06,4.5511331932340834e-06,4.706744580744023e-06,4.871094947333258e-06,5.043251642595385e-06
290,WASP-43b,2.5583456613088552e-05,2.6615969948172848e-05,2.7761026154017063e-05,2.9000062819947175e-05,3.0319660923411813e-05,3.1709843902152603e-05,3.3163009803002764e-05,3.467323845253033e-05,3.6235828819328376e-05,3.784698214111063e-05
291,HD189733b,2.612864106162182e-06,2.7428844801600224e-06,2.8829564610967923e-06,3.031656273444915e-06,3.187938320279233e-06,3.351013139092926e-06,3.520269930547653e-06,3.6952257830134164e-06,3.875491447370074e-06,4.060747688075289e-06
292,WASP-173Ab,2.191469701555029e-05,2.3209709925590622e-05,2.4579923181977996e-05,2.6016591999884355e-05,2.751316567997479e-05,2.906460016690042e-05,3.0666916362096515e-05,3.2316907356860234e-05,3.401193898441658e-05,3.574981060106072e-05
293,WASP-172b,1.2393727563566375e-05,1.3255396697386736e-05,1.415583087537135e-05,1.5091643046142337e-05,1.606021768381153e-05,1.7059479788579973e-05,1.8087744050328814e-05,1.914361331295074e-05,2.022590836201055e-05,2.133361819432403e-05
294,TOI-1333b,5.473050247698001e-06,5.824857604246021e-06,6.194501102633679e-06,6.580165229396927e-06,6.980471147789022e-06,7.394342628731383e-06,7.820919257688932e-06,8.259498492012508e-06,8.709495915536362e-06,9.170417310064929e-06
295,TOI-4479b,4.308348982845973e-05,4.3580036486886245e-05,4.437419095530751e-05,4.540085892492939e-05,4.661463617243737e-05,4.7982895665986686e-05,4.9481578301759686e-05,5.1092536266269094e-05,5.280180313652425e-05,5.459843611641466e-05
296,WASP-148b,1.253792377560535e-05,1.3247708301452453e-05,1.4001738708363334e-05,1.4794564877557325e-05,1.5622127807130826e-05,1.6481319997639718e-05,1.736970394671313e-05,1.8285326145805023e-05,1.922659074533348e-05,2.0192171624542315e-05
297,AUMicb,1.1474505599285547e-06,1.1710254335984302e-06,1.2014753657481827e-06,1.2373941689859923e-06,1.2777911764445382e-06,1.3219478393389307e-06,1.3693296001254564e-06,1.4195298090749204e-06,1.4722329295149255e-06,1.5271897427730616e-06
298,WASP-12b,2.5382361686145547e-05,2.7033962183941612e-05,2.876770935978619e-05,3.057542204944011e-05,3.24508724877805e-05,3.43891886299418e-05,3.638646675518062e-05,3.84395125409822e-05,4.054566325367341e-05,4.270266266627931e-05
299,TOI-4515b,8.219165297425885e-06,8.67191735522356e-06,9.154205834901069e-06,9.662268563433225e-06,1.0193313052864622e-05,1.0745208533303758e-05,1.1316289143697085e-05,1.1905224135077232e-05,1.2510929867978485e-05,1.3132508665818654e-05
300,LHS1678b,1.7613339111989756e-05,1.787067270594142e-05,1.824391898741225e-05,1.8708260769563076e-05,1.924632995595052e-05,1.9845607272801914e-05,2.0496834002537687e-05,2.1193006742801523e-05,2.192872116460893e-05,2.2699731791043304e-05
301,LHS1678c,8.799150232079593e-06,8.9277071705763e-06,9.114170968459531e-06,9.346143627033704e-06,9.614948512704304e-06,9.914331333197634e-06,1.0239666682370028e-05,1.0587455848871122e-05,1.095499897537484e-05,1.1340175135862643e-05
302,LHS1678d,7.650497804444445e-06,7.762272754271923e-06,7.92439532732599e-06,8.12608597566186e-06,8.359800724632664e-06,8.620101725350012e-06,8.902967378157863e-06,9.205355698001034e-06,9.524919270413274e-06,9.85981403779581e-06
303,TOI-1994b,1.0218941669565227e-05,1.0983911541037603e-05,1.1779950802907978e-05,1.2604775147828893e-05,1.3456584280853712e-05,1.4333921698139315e-05,1.523558217459267e-05,1.616054885498773e-05,1.710794931420895e-05,1.8077024123468258e-05
304,GJ806b,7.7890405536086e-06,7.930504746570563e-06,8.120432843588098e-06,8.348720672364357e-06,8.608269040568869e-06,8.893941854019665e-06,9.20192740917273e-06,9.529332821599607e-06,9.87391847557924e-06,1.0233919404697433e-05
305,Kepler-91b,1.471117590624648e-05,1.531898759772137e-05,1.5990598276202076e-05,1.67156282561786e-05,1.7486562938996533e-05,1.8297807520355472e-05,1.9145092884262277e-05,2.0025089760028185e-05,2.0935150839263127e-05,2.1873133994370523e-05
306,TOI-3688Ab,2.052246874190091e-05,2.1775957596912932e-05,2.309841104187448e-05,2.4482192055926823e-05,2.5921551143499374e-05,2.7412039272108444e-05,2.8950129622226566e-05,3.053296620586626e-05,3.215819217991938e-05,3.382382971271128e-05
307,LHS1478b,1.5536624775679805e-05,1.5705229539057327e-05,1.5982293160765476e-05,1.634398676959202e-05,1.6773701298621582e-05,1.7259509573900347e-05,1.7792622029515913e-05,1.8366412641049788e-05,1.8975785001235138e-05,1.9616748269319936e-05
308,Kepler-1658b,1.636832765665743e-05,1.741154929092842e-05,1.8508378375612356e-05,1.9653276659865945e-05,2.084204454945135e-05,2.20714091578093e-05,2.3338757841989876e-05,2.4641960453748417e-05,2.5979247507257694e-05,2.7349124633381173e-05
309,GJ9827b,8.4618052179066e-06,8.763189287023214e-06,9.10457623245506e-06,9.478942170205545e-06,9.881244216964179e-06,1.0307758084855093e-05,1.075566441674638e-05,1.1222781686944432e-05,1.1707388632643685e-05,1.2208103130843277e-05
310,GJ9827c,5.0239346481540336e-06,5.202872100416873e-06,5.4055600209510255e-06,5.627828196277641e-06,5.866682570691379e-06,6.1199119636678185e-06,6.385842469271316e-06,6.663178874218686e-06,6.950899232054682e-06,7.248182950074409e-06
311,GJ9827d,3.923820825103501e-06,4.063575529484035e-06,4.221879954061106e-06,4.395477055971017e-06,4.5820284015057485e-06,4.779807002398649e-06,4.987505495511157e-06,5.2041122863044395e-06,5.4288292085872425e-06,5.661015358572018e-06
312,LTT1445Ab,3.2539705933926473e-06,3.2841110960891083e-06,3.337537709935994e-06,3.4090814816475005e-06,3.4951456270193643e-06,3.593151270473196e-06,3.701200724538195e-06,3.817865406416211e-06,3.942047992981779e-06,4.072890321380147e-06
313,KELT-4Ab,9.049540040669926e-06,9.62544292707421e-06,1.02310096808262e-05,1.0863167802050303e-05,1.1519588076512279e-05,1.21984557506934e-05,1.2898322540564253e-05,1.3618007925356966e-05,1.4356531501517517e-05,1.5113065490516966e-05
314,HAT-P-54b,2.2007608427637246e-05,2.28475979250754e-05,2.3787647712532295e-05,2.481075253121437e-05,2.5904658897394475e-05,2.7060285498703988e-05,2.82707339527102e-05,2.953064841878285e-05,3.083578886000532e-05,3.218273931917395e-05
315,MASCARA-4b,4.6778658398653754e-06,5.030760623520912e-06,5.397846645918103e-06,5.778100892580193e-06,6.170715128265491e-06,6.5750339355266644e-06,6.990513783451974e-06,7.416695159452524e-06,7.853183080045237e-06,8.299633131246003e-06
316,HATS-70b,4.781376450774836e-05,5.145576067289079e-05,5.524244664154979e-05,5.916364963626972e-05,6.321130720272994e-05,6.737886174812765e-05,7.166085992409354e-05,7.605267942319385e-05,8.055033760953991e-05,8.515035422431486e-05
317,WASP-52b,2.5419759937347193e-05,2.666533253001594e-05,2.8009704895411466e-05,2.9438686261453204e-05,3.094186980249458e-05,3.251140888660105e-05,3.4141240982650166e-05,3.58265794364641e-05,3.756357117622648e-05,3.934906037209173e-05
318,WASP-7b,5.769580479025104e-06,6.147070918251616e-06,6.543176589606766e-06,6.956062119724033e-06,7.384328864210705e-06,7.82688149567082e-06,8.282841481637339e-06,8.751489224181846e-06,9.232224305292767e-06,9.724537506691654e-06
319,HAT-P-44b,2.5276555433094215e-05,2.6622903793237506e-05,2.8062152983565825e-05,2.9582009926496134e-05,3.117338484120593e-05,3.282936808243061e-05,3.45445778114688e-05,3.631473071927299e-05,3.8136351573035355e-05,4.000657179607101e-05
320,KELT-14b,1.7290661759756783e-05,1.8319177008274485e-05,1.94067751622274e-05,2.0546650048672086e-05,2.1733698299339952e-05,2.29639865861054e-05,2.4234409129208175e-05,2.5542460564759745e-05,2.6886081134957015e-05,2.8263548576806844e-05
321,WASP-192b,2.8200968996091477e-05,2.9911541644828455e-05,3.171729376643863e-05,3.360757288655618e-05,3.5574368064013704e-05,3.761148699773236e-05,3.971402614847241e-05,4.187801878779745e-05,4.410019475644993e-05,4.637781245021281e-05
322,WASP-162b,1.3122504930806985e-05,1.3822360766728812e-05,1.4570405584891596e-05,1.5360271617520043e-05,1.6187249738825688e-05,1.7047759790081106e-05,1.7939012849694865e-05,1.8858788966093105e-05,1.9805286758034457e-05,2.0777019109776283e-05
323,TOI-169b,2.6359856569428298e-05,2.7950293758019583e-05,2.9629993954567375e-05,3.1388886737235436e-05,3.3219405070008496e-05,3.511570450662512e-05,3.7073160648627175e-05,3.908803549503633e-05,4.115724978653066e-05,4.3278223856630906e-05
324,GJ1132b,1.3655010199807421e-05,1.3747281898120011e-05,1.3941149212423302e-05,1.421370783362551e-05,1.4549061581421136e-05,1.493584049677035e-05,1.536569683397e-05,1.583235989406471e-05,1.633102295851157e-05,1.685793443632428e-05
325,HD63433c,7.321244974715075e-07,7.747285067930941e-07,8.198698956366657e-07,8.672472343460699e-07,9.166352103810481e-07,9.678607035068179e-07,1.0207874329310266e-06,1.0753057926913542e-06,1.1313259346691797e-06,1.188772945537945e-06
326,HATS-52b,5.2871753899168736e-05,5.613397539748036e-05,5.957275985444565e-05,6.316886224135065e-05,6.690777038805347e-05,7.077823648964568e-05,7.477133009117888e-05,7.887980817512088e-05,8.309768459744802e-05,8.741992857318456e-05
327,HATS-57b,2.4903055114149483e-05,2.632250673173971e-05,2.7829445229597887e-05,2.9413187990372344e-05,3.106577207918468e-05,3.278109589955013e-05,3.455436927096994e-05,3.638174989417598e-05,3.826009632193114e-05,4.01867959488091e-05
